ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",67,9,7.50,3,07/2024
11851,ΘΗΣΕΙΟ,"Κλάση A",83,3131,0.03,1053,07/2024
11851,ΘΗΣΕΙΟ,"Κλάση Β","1,026",4268,0.24,1482,07/2024
11851,ΘΗΣΕΙΟ,"Κλάση Γ",435,671,0.65,181,07/2024
11851,ΘΗΣΕΙΟ,"Κλάση Δ",524,237,2.21,50,07/2024
11851,ΘΗΣΕΙΟ,"Κλάση Ε","1,938",143,13.55,7,07/2024
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",2,121,0.02,68,07/2024
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β",41,159,0.26,135,07/2024
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",13,22,0.60,22,07/2024
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Δ",5,2,2.50,2,07/2024
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση A",2,107,0.01,29,07/2024
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Β",75,276,0.27,92,07/2024
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Γ",49,70,0.70,16,07/2024
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",197,6135,0.03,1570,07/2024
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","2,824",11017,0.26,2975,07/2024
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ",967,1538,0.63,406,07/2024
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ",221,137,1.61,33,07/2024
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",89,11,8.08,3,07/2024
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση A",6,259,0.03,19,07/2024
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Β",73,264,0.28,22,07/2024
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Γ",32,58,0.56,4,07/2024
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Ε",653,40,16.32,2,07/2024
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση A",15,744,0.02,24,07/2024
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Β",347,1271,0.27,41,07/2024
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Γ",338,496,0.68,16,07/2024
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Δ",67,62,1.08,2,07/2024
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",902,27628,0.03,2661,07/2024
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","12,674",49639,0.26,4812,07/2024
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","3,939",6345,0.62,613,07/2024
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,004",595,1.69,51,07/2024
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε","3,943",89,44.30,7,07/2024
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",19,625,0.03,59,07/2024
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β",356,1405,0.25,135,07/2024
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",156,274,0.57,24,07/2024
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση A",70,3204,0.02,322,07/2024
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Β",955,4074,0.23,409,07/2024
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Γ",517,773,0.67,77,07/2024
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Δ",721,426,1.69,42,07/2024
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Ε",164,28,5.85,3,07/2024
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",236,8054,0.03,757,07/2024
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","3,553",14033,0.25,1346,07/2024
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","1,253",2004,0.63,192,07/2024
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ",586,330,1.78,30,07/2024
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε","3,592",145,24.77,8,07/2024
11854,ΚΕΝΤΡΟ,"Κλάση Δ",41,16,2.59,2,07/2024
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση A",11,428,0.03,41,07/2024
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Β",140,631,0.22,70,07/2024
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Γ",48,73,0.66,9,07/2024
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Δ",65,33,1.96,4,07/2024
11854,ΡΟΥΦ,"Κλάση A",57,2169,0.03,211,07/2024
11854,ΡΟΥΦ,"Κλάση Β",799,3204,0.25,311,07/2024
11854,ΡΟΥΦ,"Κλάση Γ",341,504,0.68,45,07/2024
11854,ΡΟΥΦ,"Κλάση Δ",487,225,2.17,20,07/2024
11854,ΤΑΥΡΟΣ,"Κλάση A",0,63,0.00,3,07/2024
11854,ΤΑΥΡΟΣ,"Κλάση Β",1,2,0.25,2,07/2024
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση A",282,9637,0.03,1109,07/2024
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β","3,699",14726,0.25,1704,07/2024
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ","1,500",2338,0.64,278,07/2024
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ",845,443,1.91,57,07/2024
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε","4,774",326,14.64,17,07/2024
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",12,420,0.03,28,07/2024
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",150,612,0.25,40,07/2024
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ",82,120,0.68,8,07/2024
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ",83,41,2.03,3,07/2024
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,366",43841,0.03,2371,07/2024
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","28,070",101467,0.28,5366,07/2024
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","14,326",22317,0.64,1213,07/2024
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","3,481",2162,1.61,121,07/2024
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","10,143",578,17.55,27,07/2024
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση A",36,1126,0.03,70,07/2024
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Β",498,1902,0.26,122,07/2024
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Γ",310,464,0.67,31,07/2024
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Δ",167,98,1.70,7,07/2024
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση A",0,30,0.00,2,07/2024
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β",34,116,0.30,8,07/2024
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ",27,43,0.62,3,07/2024
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",250,7844,0.03,567,07/2024
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β","4,121",15563,0.26,1132,07/2024
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ","2,336",3566,0.66,259,07/2024
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ","2,342",1223,1.92,85,07/2024
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Ε","3,849",283,13.60,17,07/2024
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",713,21562,0.03,1178,07/2024
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","13,581",48963,0.28,2634,07/2024
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","7,374",11574,0.64,619,07/2024
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","2,154",1380,1.56,78,07/2024
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,380",189,7.30,9,07/2024
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση A","1,023",31280,0.03,1731,07/2024
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β","22,321",79848,0.28,4398,07/2024
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ","12,387",19439,0.64,1062,07/2024
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Δ","2,494",1596,1.56,94,07/2024
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Ε","2,652",136,19.50,9,07/2024
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",12,60,0.20,4,07/2024
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",91,2408,0.04,122,07/2024
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","1,438",5310,0.27,260,07/2024
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ",626,989,0.63,49,07/2024
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",414,198,2.09,9,07/2024
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",20,806,0.03,26,07/2024
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",381,1488,0.26,48,07/2024
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",187,248,0.75,8,07/2024
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ",265,186,1.43,6,07/2024
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",30,725,0.04,26,07/2024
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",278,1153,0.24,38,07/2024
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",106,153,0.69,5,07/2024
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ",127,61,2.08,2,07/2024
12134,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",1,34,0.04,2,07/2024
12134,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",7,34,0.20,2,07/2024
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,754",48935,0.04,2999,07/2024
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","23,293",87224,0.27,3645,07/2024
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","11,299",17424,0.65,723,07/2024
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","4,083",2184,1.87,93,07/2024
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","2,980",276,10.80,12,07/2024
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",26,868,0.03,28,07/2024
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β",256,899,0.28,29,07/2024
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ",42,62,0.68,2,07/2024
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Δ",115,62,1.85,2,07/2024
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση A","1,600",48906,0.03,1709,07/2024
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β","30,974",112873,0.27,3944,07/2024
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ","14,900",23468,0.63,820,07/2024
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ","3,356",1858,1.81,63,07/2024
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Ε","1,149",118,9.73,5,07/2024
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",932,27805,0.03,1320,07/2024
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","21,920",77795,0.28,2510,07/2024
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","12,274",19344,0.63,625,07/2024
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,346",1025,1.31,34,07/2024
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε",662,93,7.11,3,07/2024
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",403,12010,0.03,457,07/2024
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","9,608",33862,0.28,1116,07/2024
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","5,480",8658,0.63,283,07/2024
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",811,549,1.48,18,07/2024
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","5,656",124,45.61,4,07/2024
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",54,1295,0.04,60,07/2024
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",848,3014,0.28,99,07/2024
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",661,992,0.67,33,07/2024
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,638",73860,0.04,4304,07/2024
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","55,028",194991,0.28,6819,07/2024
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","30,059",47384,0.63,1657,07/2024
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","3,938",2751,1.43,102,07/2024
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","4,180",202,20.69,7,07/2024
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",696,22568,0.03,729,07/2024
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β","19,973",69135,0.29,2231,07/2024
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ","10,496",16461,0.64,531,07/2024
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Δ","2,191",1576,1.39,51,07/2024
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Ε","4,505",93,48.44,3,07/2024
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",10,403,0.03,13,07/2024
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",189,806,0.23,26,07/2024
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",134,186,0.72,6,07/2024
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A","1,157",33427,0.03,1080,07/2024
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","33,033",115436,0.29,3724,07/2024
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","17,976",28577,0.63,922,07/2024
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,729",1152,1.50,38,07/2024
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε","3,324",124,26.81,4,07/2024
12137,"ΛΟΦΟΣ ΑΞ/ΚΩΝ","Κλάση Β",113,341,0.33,11,07/2024
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",722,22320,0.03,722,07/2024
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","22,034",76229,0.29,2459,07/2024
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","11,967",18848,0.63,608,07/2024
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",929,651,1.43,21,07/2024
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση A",41,1394,0.03,45,07/2024
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Β",914,3503,0.26,113,07/2024
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Γ",733,1178,0.62,38,07/2024
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Δ",270,124,2.18,4,07/2024
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",36,2294,0.02,74,07/2024
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",597,2154,0.28,70,07/2024
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",752,1116,0.67,36,07/2024
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ","2,401",1227,1.96,40,07/2024
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Ε","5,874",217,27.07,7,07/2024
12241,ΑΙΓΑΛΕΩ,"Κλάση A",137,3982,0.03,129,07/2024
12241,ΑΙΓΑΛΕΩ,"Κλάση Β","2,873",10914,0.26,353,07/2024
12241,ΑΙΓΑΛΕΩ,"Κλάση Γ","1,359",2137,0.64,69,07/2024
12241,ΑΙΓΑΛΕΩ,"Κλάση Δ",472,217,2.18,7,07/2024
12241,ΑΙΓΑΛΕΩ,"Κλάση Ε","4,312",141,30.58,5,07/2024
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","1,988",61365,0.03,1989,07/2024
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","30,770",117323,0.26,3788,07/2024
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","14,085",22151,0.64,716,07/2024
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","5,069",2681,1.89,88,07/2024
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","7,051",512,13.77,17,07/2024
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση A",86,2604,0.03,84,07/2024
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Β",438,1705,0.26,55,07/2024
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Γ",265,403,0.66,13,07/2024
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Δ",389,186,2.09,6,07/2024
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Ε","3,661",186,19.68,6,07/2024
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",9,248,0.04,8,07/2024
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",75,279,0.27,9,07/2024
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",239,310,0.77,10,07/2024
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ",466,217,2.15,7,07/2024
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Ε","2,042",93,21.96,3,07/2024
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",206,5395,0.04,175,07/2024
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β","2,436",9397,0.26,304,07/2024
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ","1,151",1832,0.63,60,07/2024
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",79,62,1.27,2,07/2024
12242,ΑΙΓΑΛΕΩ,"Κλάση A",57,1998,0.03,65,07/2024
12242,ΑΙΓΑΛΕΩ,"Κλάση Β",661,2401,0.28,78,07/2024
12242,ΑΙΓΑΛΕΩ,"Κλάση Γ",488,714,0.68,24,07/2024
12242,ΑΙΓΑΛΕΩ,"Κλάση Δ",523,219,2.39,8,07/2024
12242,ΒΙΑΜΑΞ,"Κλάση A",264,8246,0.03,267,07/2024
12242,ΒΙΑΜΑΞ,"Κλάση Β","4,657",17515,0.27,566,07/2024
12242,ΒΙΑΜΑΞ,"Κλάση Γ","2,208",3534,0.62,115,07/2024
12242,ΒΙΑΜΑΞ,"Κλάση Δ",222,155,1.43,5,07/2024
12242,ΒΙΑΜΑΞ,"Κλάση Ε",374,62,6.03,2,07/2024
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","2,140",63243,0.03,2046,07/2024
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","30,072",113720,0.26,3671,07/2024
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","12,742",20066,0.63,653,07/2024
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","3,081",1992,1.55,66,07/2024
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","6,238",341,18.29,11,07/2024
12242,ΛΙΟΥΜΗ,"Κλάση A",14,341,0.04,11,07/2024
12242,ΛΙΟΥΜΗ,"Κλάση Β",197,713,0.28,23,07/2024
12242,ΛΙΟΥΜΗ,"Κλάση Γ",57,93,0.62,3,07/2024
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",27,744,0.04,24,07/2024
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β",336,1302,0.26,42,07/2024
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ",145,217,0.67,7,07/2024
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",293,155,1.89,5,07/2024
12243,ΑΙΓΑΛΕΩ,"Κλάση A",96,2449,0.04,79,07/2024
12243,ΑΙΓΑΛΕΩ,"Κλάση Β","1,138",4247,0.27,137,07/2024
12243,ΑΙΓΑΛΕΩ,"Κλάση Γ",557,868,0.64,28,07/2024
12243,ΑΙΓΑΛΕΩ,"Κλάση Δ",284,155,1.83,5,07/2024
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση A",967,25233,0.04,817,07/2024
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Β","13,190",50126,0.26,1620,07/2024
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Γ","4,762",7688,0.62,250,07/2024
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Δ",850,405,2.10,14,07/2024
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Ε","3,606",124,29.08,4,07/2024
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση A",649,15749,0.04,510,07/2024
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Β","10,625",40124,0.26,1295,07/2024
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Γ","5,198",8069,0.64,263,07/2024
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Δ",801,507,1.58,18,07/2024
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A",191,5115,0.04,165,07/2024
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","3,165",11780,0.27,380,07/2024
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","1,326",2201,0.60,71,07/2024
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ",281,155,1.81,5,07/2024
12243,ΙΕΡΑΠΟΛΗ,"Κλάση A",25,558,0.04,18,07/2024
12243,ΙΕΡΑΠΟΛΗ,"Κλάση Β",93,341,0.27,11,07/2024
12243,ΙΕΡΑΠΟΛΗ,"Κλάση Γ",55,93,0.59,3,07/2024
12243,ΛΙΟΥΜΗ,"Κλάση A","2,032",55660,0.04,1804,07/2024
12243,ΛΙΟΥΜΗ,"Κλάση Β","31,475",118711,0.27,3832,07/2024
12243,ΛΙΟΥΜΗ,"Κλάση Γ","12,522",19654,0.64,635,07/2024
12243,ΛΙΟΥΜΗ,"Κλάση Δ","1,982",1399,1.42,47,07/2024
12243,ΛΙΟΥΜΗ,"Κλάση Ε","11,560",279,41.43,9,07/2024
12244,ΑΙΓΑΛΕΩ,"Κλάση Β",24,62,0.38,2,07/2024
12244,ΙΕΡΑΠΟΛΗ,"Κλάση A","1,463",46164,0.03,1493,07/2024
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Β","23,726",90366,0.26,2919,07/2024
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Γ","11,485",17746,0.65,577,07/2024
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Δ","3,858",2274,1.70,76,07/2024
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Ε","2,600",155,16.77,5,07/2024
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση A","1,297",39298,0.03,1276,07/2024
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Β","23,424",86452,0.27,2791,07/2024
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Γ","9,261",14612,0.63,475,07/2024
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Δ","1,704",938,1.82,32,07/2024
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Ε","2,944",124,23.75,4,07/2024
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση A",237,8122,0.03,262,07/2024
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Β","4,105",14863,0.28,482,07/2024
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Γ","2,250",3499,0.64,113,07/2024
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Δ",618,434,1.42,14,07/2024
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Ε","1,647",93,17.71,3,07/2024
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση A","1,329",45234,0.03,1477,07/2024
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Β","24,707",90112,0.27,2918,07/2024
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Γ","11,993",18831,0.64,611,07/2024
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Δ","4,272",2796,1.53,91,07/2024
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Ε","8,453",589,14.35,19,07/2024
12351,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση A",5,152,0.03,5,07/2024
12351,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Β",180,592,0.30,20,07/2024
12351,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Γ",109,155,0.70,5,07/2024
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση A",865,29833,0.03,972,07/2024
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Β","16,763",59618,0.28,1942,07/2024
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Γ","9,835",15292,0.64,498,07/2024
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Δ","2,699",1949,1.39,68,07/2024
